Receipt_Location,Delivery_Location,Cycle,Start_Gas_Day,End_Gas_Day,Daily_Equivalent_FT,Load_Factor,Bid_Floor
Napierville,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.4327,295,4.2265
Napierville,Union CDA,Timely,2020-11-01,9999-12-31,0.4158,295,1.2266
Napierville,Union ECDA,Timely,2020-11-01,9999-12-31,0.3916,295,1.1552
Napierville,Union EDA,Timely,2020-11-01,9999-12-31,0.2292,295,0.6761
Napierville,Union NCDA,Timely,2020-11-01,9999-12-31,0.4244,295,1.2520
Napierville,Union NDA,Timely,2020-11-01,9999-12-31,0.4685,295,1.3821
Napierville,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.3860,295,1.1387
Napierville,Union SSMDA,Timely,2020-11-01,9999-12-31,0.7941,295,2.3426
Napierville,Union SWDA,Timely,2020-11-01,9999-12-31,0.4986,295,1.4709
Napierville,Union WDA,Timely,2020-11-01,9999-12-31,0.9287,295,2.7397
Napierville,Welwyn,Timely,2020-11-01,9999-12-31,1.3459,295,3.9704
Niagara Falls,Centram MDA,Timely,2020-11-01,9999-12-31,1.0748,295,3.1707
Niagara Falls,Centram SSDA,Timely,2020-11-01,9999-12-31,1.2062,295,3.5583
Niagara Falls,Centrat MDA,Timely,2020-11-01,9999-12-31,1.0744,295,3.1695
Niagara Falls,Chippawa,Timely,2020-11-01,9999-12-31,0.1006,295,0.2968
Niagara Falls,Cornwall,Timely,2020-11-01,9999-12-31,0.3758,295,1.1086
Niagara Falls,Dawn Export,Timely,2020-11-01,9999-12-31,0.2283,295,0.6735
Niagara Falls,East Hereford,Timely,2020-11-01,9999-12-31,0.5498,295,1.6219
Niagara Falls,Emerson 1,Timely,2020-11-01,9999-12-31,1.0050,295,2.9648
Niagara Falls,Emerson 2,Timely,2020-11-01,9999-12-31,1.0050,295,2.9648
Niagara Falls,Empress,Timely,2020-11-01,9999-12-31,1.5050,295,4.4398
Niagara Falls,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.1679,295,0.4953
Niagara Falls,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.3712,295,1.0950
Niagara Falls,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.1465,295,0.4322
Niagara Falls,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.2283,295,0.6735
Niagara Falls,Energir EDA,Timely,2020-11-01,9999-12-31,0.4583,295,1.3520
Niagara Falls,Energir NDA,Timely,2020-11-01,9999-12-31,0.3911,295,1.1537
Niagara Falls,Iroquois,Timely,2020-11-01,9999-12-31,0.3551,295,1.0475
Niagara Falls,KPUC EDA,Timely,2020-11-01,9999-12-31,0.2950,295,0.8703
Niagara Falls,Kirkwall,Timely,2020-11-01,9999-12-31,0.1361,295,0.4015
Niagara Falls,Napierville,Timely,2020-11-01,9999-12-31,0.4508,295,1.3299
Niagara Falls,Niagara Falls,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
Niagara Falls,North Bay Junction,Timely,2020-11-01,9999-12-31,0.3221,295,0.9502
Niagara Falls,Philipsburg,Timely,2020-11-01,9999-12-31,0.4593,295,1.3549
Niagara Falls,Spruce,Timely,2020-11-01,9999-12-31,1.0744,295,3.1695
Niagara Falls,St. Clair,Timely,2020-11-01,9999-12-31,0.2399,295,0.7077
Niagara Falls,TCPL NDA,Timely,2020-11-01,9999-12-31,0.4856,295,1.4325
Niagara Falls,TCPL WDA,Timely,2020-11-01,9999-12-31,0.7744,295,2.2845
Niagara Falls,TPLP NDA,Timely,2020-11-01,9999-12-31,0.6128,295,1.8078
Niagara Falls,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.2930,295,3.8144
Niagara Falls,Union CDA,Timely,2020-11-01,9999-12-31,0.1201,295,0.3543
Niagara Falls,Union ECDA,Timely,2020-11-01,9999-12-31,0.1409,295,0.4157
Niagara Falls,Union EDA,Timely,2020-11-01,9999-12-31,0.3041,295,0.8971
Niagara Falls,Union NCDA,Timely,2020-11-01,9999-12-31,0.2364,295,0.6974
Niagara Falls,Union NDA,Timely,2020-11-01,9999-12-31,0.4069,295,1.2004
Niagara Falls,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.1465,295,0.4322
Niagara Falls,Union SSMDA,Timely,2020-11-01,9999-12-31,0.5255,295,1.5502
Niagara Falls,Union SWDA,Timely,2020-11-01,9999-12-31,0.2300,295,0.6785
Niagara Falls,Union WDA,Timely,2020-11-01,9999-12-31,0.8673,295,2.5585
Niagara Falls,Welwyn,Timely,2020-11-01,9999-12-31,1.2062,295,3.5583
North Bay Junction,Centram MDA,Timely,2020-11-01,9999-12-31,0.9135,295,2.6948
North Bay Junction,Centram SSDA,Timely,2020-11-01,9999-12-31,1.0441,295,3.0801
North Bay Junction,Centrat MDA,Timely,2020-11-01,9999-12-31,0.8533,295,2.5172
North Bay Junction,Chippawa,Timely,2020-11-01,9999-12-31,0.3233,295,0.9537
North Bay Junction,Cornwall,Timely,2020-11-01,9999-12-31,0.3084,295,0.9098
North Bay Junction,Dawn Export,Timely,2020-11-01,9999-12-31,0.3681,295,1.0859
North Bay Junction,East Hereford,Timely,2020-11-01,9999-12-31,0.4824,295,1.4231
North Bay Junction,Emerson 1,Timely,2020-11-01,9999-12-31,0.9226,295,2.7217
North Bay Junction,Emerson 2,Timely,2020-11-01,9999-12-31,0.9226,295,2.7217
North Bay Junction,Empress,Timely,2020-11-01,9999-12-31,1.3429,295,3.9616
North Bay Junction,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.2540,295,0.7493
North Bay Junction,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.2825,295,0.8334
North Bay Junction,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.2573,295,0.7590
North Bay Junction,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.3681,295,1.0859
North Bay Junction,Energir EDA,Timely,2020-11-01,9999-12-31,0.3910,295,1.1535
North Bay Junction,Energir NDA,Timely,2020-11-01,9999-12-31,0.1506,295,0.4443
North Bay Junction,Iroquois,Timely,2020-11-01,9999-12-31,0.2922,295,0.8620
North Bay Junction,KPUC EDA,Timely,2020-11-01,9999-12-31,0.3477,295,1.0257
North Bay Junction,Kirkwall,Timely,2020-11-01,9999-12-31,0.2760,295,0.8142
North Bay Junction,Napierville,Timely,2020-11-01,9999-12-31,0.3835,295,1.1313
North Bay Junction,Niagara Falls,Timely,2020-11-01,9999-12-31,0.3221,295,0.9502
North Bay Junction,North Bay Junction,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
North Bay Junction,Philipsburg,Timely,2020-11-01,9999-12-31,0.3920,295,1.1564
North Bay Junction,Spruce,Timely,2020-11-01,9999-12-31,0.8533,295,2.5172
North Bay Junction,St. Clair,Timely,2020-11-01,9999-12-31,0.3798,295,1.1204
North Bay Junction,TCPL NDA,Timely,2020-11-01,9999-12-31,0.2452,295,0.7233
North Bay Junction,TCPL WDA,Timely,2020-11-01,9999-12-31,0.5340,295,1.5753
North Bay Junction,TPLP NDA,Timely,2020-11-01,9999-12-31,0.3724,295,1.0986
North Bay Junction,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.1309,295,3.3362
North Bay Junction,Union CDA,Timely,2020-11-01,9999-12-31,0.2871,295,0.8469
North Bay Junction,Union ECDA,Timely,2020-11-01,9999-12-31,0.2629,295,0.7756
North Bay Junction,Union EDA,Timely,2020-11-01,9999-12-31,0.3173,295,0.9360
North Bay Junction,Union NCDA,Timely,2020-11-01,9999-12-31,0.1674,295,0.4938
North Bay Junction,Union NDA,Timely,2020-11-01,9999-12-31,0.1668,295,0.4921
North Bay Junction,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.2573,295,0.7590
North Bay Junction,Union SSMDA,Timely,2020-11-01,9999-12-31,0.6654,295,1.9629
North Bay Junction,Union SWDA,Timely,2020-11-01,9999-12-31,0.3699,295,1.0912
North Bay Junction,Union WDA,Timely,2020-11-01,9999-12-31,0.6269,295,1.8494
North Bay Junction,Welwyn,Timely,2020-11-01,9999-12-31,1.0441,295,3.0801
Philipsburg,Centram MDA,Timely,2020-11-01,9999-12-31,1.2238,295,3.6102
Philipsburg,Centram SSDA,Timely,2020-11-01,9999-12-31,1.3544,295,3.9955
Philipsburg,Centrat MDA,Timely,2020-11-01,9999-12-31,1.1636,295,3.4326
Philipsburg,Chippawa,Timely,2020-11-01,9999-12-31,0.4605,295,1.3585
Philipsburg,Cornwall,Timely,2020-11-01,9999-12-31,0.1653,295,0.4876
Philipsburg,Dawn Export,Timely,2020-11-01,9999-12-31,0.5053,295,1.4906
Philipsburg,East Hereford,Timely,2020-11-01,9999-12-31,0.2802,295,0.8266
Philipsburg,Emerson 1,Timely,2020-11-01,9999-12-31,1.2329,295,3.6371
Philipsburg,Emerson 2,Timely,2020-11-01,9999-12-31,1.2329,295,3.6371
Philipsburg,Empress,Timely,2020-11-01,9999-12-31,1.6532,295,4.8769
Philipsburg,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.3801,295,1.1213
Philipsburg,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.2261,295,0.6670
Philipsburg,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.3945,295,1.1638
Philipsburg,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.5053,295,1.4906
Philipsburg,Energir EDA,Timely,2020-11-01,9999-12-31,0.1770,295,0.5222
Philipsburg,Energir NDA,Timely,2020-11-01,9999-12-31,0.4610,295,1.3600
Philipsburg,Iroquois,Timely,2020-11-01,9999-12-31,0.1905,295,0.5620
Philipsburg,KPUC EDA,Timely,2020-11-01,9999-12-31,0.2460,295,0.7257
Philipsburg,Kirkwall,Timely,2020-11-01,9999-12-31,0.4132,295,1.2189
Philipsburg,Napierville,Timely,2020-11-01,9999-12-31,0.1266,295,0.3735
Philipsburg,Niagara Falls,Timely,2020-11-01,9999-12-31,0.4593,295,1.3549
Philipsburg,North Bay Junction,Timely,2020-11-01,9999-12-31,0.3920,295,1.1564
Philipsburg,Philipsburg,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
Philipsburg,Spruce,Timely,2020-11-01,9999-12-31,1.1636,295,3.4326
Philipsburg,St. Clair,Timely,2020-11-01,9999-12-31,0.5170,295,1.5252
Philipsburg,TCPL NDA,Timely,2020-11-01,9999-12-31,0.5555,295,1.6387
Philipsburg,TCPL WDA,Timely,2020-11-01,9999-12-31,0.8443,295,2.4907
Philipsburg,TPLP NDA,Timely,2020-11-01,9999-12-31,0.6827,295,2.0140
Philipsburg,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.4412,295,4.2515
Philipsburg,Union CDA,Timely,2020-11-01,9999-12-31,0.4243,295,1.2517
Philipsburg,Union ECDA,Timely,2020-11-01,9999-12-31,0.4001,295,1.1803
Philipsburg,Union EDA,Timely,2020-11-01,9999-12-31,0.2377,295,0.7012
Philipsburg,Union NCDA,Timely,2020-11-01,9999-12-31,0.4329,295,1.2771
Philipsburg,Union NDA,Timely,2020-11-01,9999-12-31,0.4771,295,1.4074
Philipsburg,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.3945,295,1.1638
Philipsburg,Union SSMDA,Timely,2020-11-01,9999-12-31,0.8026,295,2.3677
Philipsburg,Union SWDA,Timely,2020-11-01,9999-12-31,0.5071,295,1.4959
Philipsburg,Union WDA,Timely,2020-11-01,9999-12-31,0.9372,295,2.7647
Philipsburg,Welwyn,Timely,2020-11-01,9999-12-31,1.3544,295,3.9955
Richmound,Centram MDA,Timely,2020-11-01,9999-12-31,0.4652,295,1.3723
Richmound,Centram SSDA,Timely,2020-11-01,9999-12-31,0.3453,295,1.0186
Richmound,Centrat MDA,Timely,2020-11-01,9999-12-31,0.5190,295,1.5311
Richmound,Chippawa,Timely,2020-11-01,9999-12-31,1.3819,295,4.0766
Richmound,Cornwall,Timely,2020-11-01,9999-12-31,1.4402,295,4.2486
Richmound,Dawn Export,Timely,2020-11-01,9999-12-31,1.2462,295,3.6763
Richmound,East Hereford,Timely,2020-11-01,9999-12-31,1.5999,295,4.7197
Richmound,Emerson 1,Timely,2020-11-01,9999-12-31,0.5284,295,1.5588
Richmound,Emerson 2,Timely,2020-11-01,9999-12-31,0.5284,295,1.5588
Richmound,Empress,Timely,2020-11-01,9999-12-31,0.0753,295,0.2221
Richmound,Enbridge CDA,Timely,2020-11-01,9999-12-31,1.3748,295,4.0557
Richmound,Enbridge EDA,Timely,2020-11-01,9999-12-31,1.4160,295,4.1772
Richmound,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,1.3480,295,3.9766
Richmound,Enbridge SWDA,Timely,2020-11-01,9999-12-31,1.2462,295,3.6763
Richmound,Energir EDA,Timely,2020-11-01,9999-12-31,1.5160,295,4.4722
Richmound,Energir NDA,Timely,2020-11-01,9999-12-31,1.1677,295,3.4447
Richmound,Iroquois,Timely,2020-11-01,9999-12-31,1.4252,295,4.2043
Richmound,KPUC EDA,Timely,2020-11-01,9999-12-31,1.4763,295,4.3551
Richmound,Kirkwall,Timely,2020-11-01,9999-12-31,1.3308,295,3.9259
Richmound,Napierville,Timely,2020-11-01,9999-12-31,1.5091,295,4.4518
Richmound,Niagara Falls,Timely,2020-11-01,9999-12-31,1.3808,295,4.0734
Richmound,North Bay Junction,Timely,2020-11-01,9999-12-31,1.2212,295,3.6025
Richmound,Philipsburg,Timely,2020-11-01,9999-12-31,1.5169,295,4.4749
Richmound,Spruce,Timely,2020-11-01,9999-12-31,0.5190,295,1.5311
Richmound,St. Clair,Timely,2020-11-01,9999-12-31,1.2248,295,3.6132
Richmound,TCPL NDA,Timely,2020-11-01,9999-12-31,1.0724,295,3.1636
Richmound,TCPL WDA,Timely,2020-11-01,9999-12-31,0.8096,295,2.3883
Richmound,TPLP NDA,Timely,2020-11-01,9999-12-31,0.9567,295,2.8223
Richmound,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.2663,295,0.7856
Richmound,Union CDA,Timely,2020-11-01,9999-12-31,1.3456,295,3.9695
Richmound,Union ECDA,Timely,2020-11-01,9999-12-31,1.3531,295,3.9916
Richmound,Union EDA,Timely,2020-11-01,9999-12-31,1.4467,295,4.2678
Richmound,Union NCDA,Timely,2020-11-01,9999-12-31,1.3107,295,3.8666
Richmound,Union NDA,Timely,2020-11-01,9999-12-31,1.1441,295,3.3751
Richmound,Union Parkway Belt,Timely,2020-11-01,9999-12-31,1.3480,295,3.9766
Richmound,Union SSMDA,Timely,2020-11-01,9999-12-31,1.0376,295,3.0609
Richmound,Union SWDA,Timely,2020-11-01,9999-12-31,1.2446,295,3.6716
Richmound,Union WDA,Timely,2020-11-01,9999-12-31,0.7435,295,2.1933
Richmound,Welwyn,Timely,2020-11-01,9999-12-31,0.3453,295,1.0186
SS. Marie,Centram MDA,Timely,2020-11-01,9999-12-31,0.6424,295,1.8951
SS. Marie,Centram SSDA,Timely,2020-11-01,9999-12-31,0.7619,295,2.2476
SS. Marie,Centrat MDA,Timely,2020-11-01,9999-12-31,0.6419,295,1.8936
SS. Marie,Chippawa,Timely,2020-11-01,9999-12-31,0.4788,295,1.4125
SS. Marie,Cornwall,Timely,2020-11-01,9999-12-31,0.6554,295,1.9334
SS. Marie,Dawn Export,Timely,2020-11-01,9999-12-31,0.3431,295,1.0121
SS. Marie,East Hereford,Timely,2020-11-01,9999-12-31,0.8151,295,2.4045
SS. Marie,Emerson 1,Timely,2020-11-01,9999-12-31,0.5788,295,1.7075
SS. Marie,Emerson 2,Timely,2020-11-01,9999-12-31,0.5788,295,1.7075
SS. Marie,Empress,Timely,2020-11-01,9999-12-31,1.0338,295,3.0497
SS. Marie,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.4775,295,1.4086
SS. Marie,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.6512,295,1.9210
SS. Marie,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.4449,295,1.3125
SS. Marie,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.3431,295,1.0121
SS. Marie,Energir EDA,Timely,2020-11-01,9999-12-31,0.7312,295,2.1570
SS. Marie,Energir NDA,Timely,2020-11-01,9999-12-31,0.6636,295,1.9576
SS. Marie,Iroquois,Timely,2020-11-01,9999-12-31,0.6412,295,1.8915
SS. Marie,KPUC EDA,Timely,2020-11-01,9999-12-31,0.5812,295,1.7145
SS. Marie,Kirkwall,Timely,2020-11-01,9999-12-31,0.4277,295,1.2617
SS. Marie,Napierville,Timely,2020-11-01,9999-12-31,0.7243,295,2.1367
SS. Marie,Niagara Falls,Timely,2020-11-01,9999-12-31,0.4777,295,1.4092
SS. Marie,North Bay Junction,Timely,2020-11-01,9999-12-31,0.6008,295,1.7724
SS. Marie,Philipsburg,Timely,2020-11-01,9999-12-31,0.7321,295,2.1597
SS. Marie,Spruce,Timely,2020-11-01,9999-12-31,0.6419,295,1.8936
SS. Marie,St. Clair,Timely,2020-11-01,9999-12-31,0.3295,295,0.9720
SS. Marie,TCPL NDA,Timely,2020-11-01,9999-12-31,0.7496,295,2.2113
SS. Marie,TCPL WDA,Timely,2020-11-01,9999-12-31,0.9325,295,2.7509
SS. Marie,TPLP NDA,Timely,2020-11-01,9999-12-31,0.8654,295,2.5529
SS. Marie,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.8409,295,2.4807
SS. Marie,Union CDA,Timely,2020-11-01,9999-12-31,0.4424,295,1.3051
SS. Marie,Union ECDA,Timely,2020-11-01,9999-12-31,0.4500,295,1.3275
SS. Marie,Union EDA,Timely,2020-11-01,9999-12-31,0.5896,295,1.7393
SS. Marie,Union NCDA,Timely,2020-11-01,9999-12-31,0.5274,295,1.5558
SS. Marie,Union NDA,Timely,2020-11-01,9999-12-31,0.6779,295,1.9998
SS. Marie,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.4449,295,1.3125
SS. Marie,Union SSMDA,Timely,2020-11-01,9999-12-31,0.0791,295,0.2333
SS. Marie,Union SWDA,Timely,2020-11-01,9999-12-31,0.3415,295,1.0074
SS. Marie,Union WDA,Timely,2020-11-01,9999-12-31,0.8654,295,2.5529
SS. Marie,Welwyn,Timely,2020-11-01,9999-12-31,0.7619,295,2.2476
Shackleton,Centram MDA,Timely,2020-11-01,9999-12-31,0.4251,295,1.2540
Shackleton,Centram SSDA,Timely,2020-11-01,9999-12-31,0.3051,295,0.9000
Shackleton,Centrat MDA,Timely,2020-11-01,9999-12-31,0.4788,295,1.4125
Shackleton,Chippawa,Timely,2020-11-01,9999-12-31,1.3413,295,3.9568
Shackleton,Cornwall,Timely,2020-11-01,9999-12-31,1.3996,295,4.1288
Shackleton,Dawn Export,Timely,2020-11-01,9999-12-31,1.2057,295,3.5568
Shackleton,East Hereford,Timely,2020-11-01,9999-12-31,1.5594,295,4.6002
Shackleton,Emerson 1,Timely,2020-11-01,9999-12-31,0.4882,295,1.4402
Shackleton,Emerson 2,Timely,2020-11-01,9999-12-31,0.4882,295,1.4402
Shackleton,Empress,Timely,2020-11-01,9999-12-31,0.1155,295,0.3407
Shackleton,Enbridge CDA,Timely,2020-11-01,9999-12-31,1.3343,295,3.9362
Shackleton,Enbridge EDA,Timely,2020-11-01,9999-12-31,1.3755,295,4.0577
Shackleton,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,1.3074,295,3.8568
Shackleton,Enbridge SWDA,Timely,2020-11-01,9999-12-31,1.2057,295,3.5568
Shackleton,Energir EDA,Timely,2020-11-01,9999-12-31,1.4754,295,4.3524
Shackleton,Energir NDA,Timely,2020-11-01,9999-12-31,1.1275,295,3.3261
Shackleton,Iroquois,Timely,2020-11-01,9999-12-31,1.3847,295,4.0849
Shackleton,KPUC EDA,Timely,2020-11-01,9999-12-31,1.4357,295,4.2353
Shackleton,Kirkwall,Timely,2020-11-01,9999-12-31,1.2903,295,3.8064
Shackleton,Napierville,Timely,2020-11-01,9999-12-31,1.4685,295,4.3321
Shackleton,Niagara Falls,Timely,2020-11-01,9999-12-31,1.3403,295,3.9539
Shackleton,North Bay Junction,Timely,2020-11-01,9999-12-31,1.1810,295,3.4840
Shackleton,Philipsburg,Timely,2020-11-01,9999-12-31,1.4764,295,4.3554
Shackleton,Spruce,Timely,2020-11-01,9999-12-31,0.4788,295,1.4125
Shackleton,St. Clair,Timely,2020-11-01,9999-12-31,1.1846,295,3.4946
Shackleton,TCPL NDA,Timely,2020-11-01,9999-12-31,1.0322,295,3.0450
Shackleton,TCPL WDA,Timely,2020-11-01,9999-12-31,0.7694,295,2.2697
Shackleton,TPLP NDA,Timely,2020-11-01,9999-12-31,0.9165,295,2.7037
Shackleton,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.2267,295,0.6688
Shackleton,Union CDA,Timely,2020-11-01,9999-12-31,1.3050,295,3.8498
Shackleton,Union ECDA,Timely,2020-11-01,9999-12-31,1.3126,295,3.8722
Shackleton,Union EDA,Timely,2020-11-01,9999-12-31,1.4062,295,4.1483
Shackleton,Union NCDA,Timely,2020-11-01,9999-12-31,1.2701,295,3.7468
Shackleton,Union NDA,Timely,2020-11-01,9999-12-31,1.1039,295,3.2565
Shackleton,Union Parkway Belt,Timely,2020-11-01,9999-12-31,1.3074,295,3.8568
Shackleton,Union SSMDA,Timely,2020-11-01,9999-12-31,0.9974,295,2.9423
Shackleton,Union SWDA,Timely,2020-11-01,9999-12-31,1.2041,295,3.5521
Shackleton,Union WDA,Timely,2020-11-01,9999-12-31,0.7033,295,2.0747
Shackleton,Welwyn,Timely,2020-11-01,9999-12-31,0.3051,295,0.9000
Spruce,Centram MDA,Timely,2020-11-01,9999-12-31,0.1292,295,0.3811
Spruce,Centram SSDA,Timely,2020-11-01,9999-12-31,0.2480,295,0.7316
Spruce,Centrat MDA,Timely,2020-11-01,9999-12-31,0.0743,295,0.2192
Spruce,Chippawa,Timely,2020-11-01,9999-12-31,0.9875,295,2.9131
Spruce,Cornwall,Timely,2020-11-01,9999-12-31,0.9916,295,2.9252
Spruce,Dawn Export,Timely,2020-11-01,9999-12-31,0.8519,295,2.5131
Spruce,East Hereford,Timely,2020-11-01,9999-12-31,1.1514,295,3.3966
Spruce,Emerson 1,Timely,2020-11-01,9999-12-31,0.1374,295,0.4053
Spruce,Emerson 2,Timely,2020-11-01,9999-12-31,0.1374,295,0.4053
Spruce,Empress,Timely,2020-11-01,9999-12-31,0.5200,295,1.5340
Spruce,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.9385,295,2.7686
Spruce,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.9678,295,2.8550
Spruce,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.9447,295,2.7869
Spruce,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.8519,295,2.5131
Spruce,Energir EDA,Timely,2020-11-01,9999-12-31,1.0674,295,3.1488
Spruce,Energir NDA,Timely,2020-11-01,9999-12-31,0.7231,295,2.1331
Spruce,Iroquois,Timely,2020-11-01,9999-12-31,0.9767,295,2.8813
Spruce,KPUC EDA,Timely,2020-11-01,9999-12-31,1.0277,295,3.0317
Spruce,Kirkwall,Timely,2020-11-01,9999-12-31,0.9365,295,2.7627
Spruce,Napierville,Timely,2020-11-01,9999-12-31,1.0605,295,3.1285
Spruce,Niagara Falls,Timely,2020-11-01,9999-12-31,0.9864,295,2.9099
Spruce,North Bay Junction,Timely,2020-11-01,9999-12-31,0.7766,295,2.2910
Spruce,Philipsburg,Timely,2020-11-01,9999-12-31,1.0684,295,3.1518
Spruce,Spruce,Timely,2020-11-01,9999-12-31,0.0743,295,0.2192
Spruce,St. Clair,Timely,2020-11-01,9999-12-31,0.8338,295,2.4597
Spruce,TCPL NDA,Timely,2020-11-01,9999-12-31,0.6278,295,1.8520
Spruce,TCPL WDA,Timely,2020-11-01,9999-12-31,0.3650,295,1.0768
Spruce,TPLP NDA,Timely,2020-11-01,9999-12-31,0.5120,295,1.5104
Spruce,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.3271,295,0.9649
Spruce,Union CDA,Timely,2020-11-01,9999-12-31,0.9512,295,2.8060
Spruce,Union ECDA,Timely,2020-11-01,9999-12-31,0.9498,295,2.8019
Spruce,Union EDA,Timely,2020-11-01,9999-12-31,0.9998,295,2.9494
Spruce,Union NCDA,Timely,2020-11-01,9999-12-31,0.8621,295,2.5432
Spruce,Union NDA,Timely,2020-11-01,9999-12-31,0.6995,295,2.0635
Spruce,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.9447,295,2.7869
Spruce,Union SSMDA,Timely,2020-11-01,9999-12-31,0.6467,295,1.9078
Spruce,Union SWDA,Timely,2020-11-01,9999-12-31,0.8502,295,2.5081
Spruce,Union WDA,Timely,2020-11-01,9999-12-31,0.2988,295,0.8815
Spruce,Welwyn,Timely,2020-11-01,9999-12-31,0.2480,295,0.7316
St. Clair,Centram MDA,Timely,2020-11-01,9999-12-31,0.9166,295,2.7040
St. Clair,Centram SSDA,Timely,2020-11-01,9999-12-31,1.0480,295,3.0916
St. Clair,Centrat MDA,Timely,2020-11-01,9999-12-31,0.9161,295,2.7025
St. Clair,Chippawa,Timely,2020-11-01,9999-12-31,0.2411,295,0.7112
St. Clair,Cornwall,Timely,2020-11-01,9999-12-31,0.4334,295,1.2785
St. Clair,Dawn Export,Timely,2020-11-01,9999-12-31,0.0933,295,0.2752
St. Clair,East Hereford,Timely,2020-11-01,9999-12-31,0.6074,295,1.7918
St. Clair,Emerson 1,Timely,2020-11-01,9999-12-31,0.8468,295,2.4981
St. Clair,Emerson 2,Timely,2020-11-01,9999-12-31,0.8468,295,2.4981
St. Clair,Empress,Timely,2020-11-01,9999-12-31,1.3467,295,3.9728
St. Clair,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.2397,295,0.7071
St. Clair,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.4289,295,1.2653
St. Clair,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.2042,295,0.6024
St. Clair,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.0933,295,0.2752
St. Clair,Energir EDA,Timely,2020-11-01,9999-12-31,0.5160,295,1.5222
St. Clair,Energir NDA,Timely,2020-11-01,9999-12-31,0.4487,295,1.3237
St. Clair,Iroquois,Timely,2020-11-01,9999-12-31,0.4127,295,1.2175
St. Clair,KPUC EDA,Timely,2020-11-01,9999-12-31,0.3526,295,1.0402
St. Clair,Kirkwall,Timely,2020-11-01,9999-12-31,0.1855,295,0.5472
St. Clair,Napierville,Timely,2020-11-01,9999-12-31,0.5085,295,1.5001
St. Clair,Niagara Falls,Timely,2020-11-01,9999-12-31,0.2399,295,0.7077
St. Clair,North Bay Junction,Timely,2020-11-01,9999-12-31,0.3798,295,1.1204
St. Clair,Philipsburg,Timely,2020-11-01,9999-12-31,0.5170,295,1.5252
St. Clair,Spruce,Timely,2020-11-01,9999-12-31,0.9161,295,2.7025
St. Clair,St. Clair,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
St. Clair,TCPL NDA,Timely,2020-11-01,9999-12-31,0.5433,295,1.6027
St. Clair,TCPL WDA,Timely,2020-11-01,9999-12-31,0.8320,295,2.4544
St. Clair,TPLP NDA,Timely,2020-11-01,9999-12-31,0.6705,295,1.9780
St. Clair,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.1348,295,3.3477
St. Clair,Union CDA,Timely,2020-11-01,9999-12-31,0.2015,295,0.5944
St. Clair,Union ECDA,Timely,2020-11-01,9999-12-31,0.2098,295,0.6189
St. Clair,Union EDA,Timely,2020-11-01,9999-12-31,0.3617,295,1.0670
St. Clair,Union NCDA,Timely,2020-11-01,9999-12-31,0.2941,295,0.8676
St. Clair,Union NDA,Timely,2020-11-01,9999-12-31,0.4645,295,1.3703
